Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TenureRatio,IncomePerAge,PromotionLag,Attrition
19.0,2,1,7.0,3.0,1,3.0,1,2.0,1.0,8,1.0,2,1417.0,1.0,0,13.0,1.0,0.0,0.5887932791278138,3.4719831978195344,2.0,0.0,0.0,0.5887932791278138,0.0,0.2943966395639069,72.14242902119526,0.5887932791278138,1
32.0,2,1,8.0,2.0,3,4.0,1,3.0,2.0,7,3.0,1,4813.0,3.78052682583691,0,15.0,2.0,0.6027818820232985,8.411127528093195,2.6027818820232986,3.0,7.0,3.2055637640465973,1.0,1.3972181179767014,0.774959441559268,150.40530035112815,0.0,1
28.0,2,1,6.0,3.0,3,2.0,1,3.0,1.0,2,3.0,2,3366.0,2.4580847149697402,1,13.0,1.0,1.4580847149697402,7.832338859878961,2.27095764251513,2.0,5.0,5.64521178742435,5.64521178742435,5.64521178742435,0.6446100165682084,117.23992172949225,0.0,1
18.0,2,1,3.0,2.0,1,2.0,0,3.0,1.0,8,3.0,2,1439.0,1.0,0,12.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,79.99277283685265,0.0,1
29.0,2,2,13.0,1.0,1,3.0,0,3.0,3.0,7,3.0,1,7544.0,0.07620037959916315,0,11.0,1.0,0.0,9.076200379599163,1.0762003795991633,3.0,8.0,7.076200379599163,6.771398861202511,7.0,0.8083134614142687,258.9061803093209,0.0,1
47.0,2,2,1.0,2.0,2,1.0,1,1.0,2.0,7,3.0,2,5378.0,8.470265913567692,0,13.0,3.0,0.0,22.048509234166133,2.0,2.0,1.0,0.17840451859384965,0.059468172864616586,0.17840451859384965,0.06895426362385382,112.82729575413425,0.0,1
32.0,2,1,8.0,2.0,3,4.0,1,3.0,2.0,7,3.0,1,4809.0,3.9164734041693543,0,15.0,2.0,0.5833609422615208,8.333443769046083,2.5833609422615207,3.0,7.0,3.1667218845230414,1.0,1.4166390577384793,0.7684009902017156,150.29848518243836,0.0,1
21.0,1,2,6.0,3.0,0,2.0,0,2.0,1.0,8,3.0,1,2909.0,1.0,0,17.0,2.0,0.4188373788191737,3.0941868940958686,4.290581310590413,3.0,3.0,1.2565121364575211,1.0,0.8376747576383474,0.6495668279763269,135.38928628176052,0.5811626211808263,1
32.0,2,1,25.0,3.0,1,1.0,1,1.0,1.0,6,2.0,2,2311.0,3.7575296555066786,1,19.0,2.0,0.0,4.676706207342239,0.6212351722466607,2.0,1.0,1.8383531036711191,1.8383531036711191,1.9191765518355597,0.3467732688090122,71.55290441177638,0.0,1
40.0,2,2,2.0,3.0,1,2.0,0,1.0,1.0,8,4.0,2,2778.0,4.248245260105918,0,13.0,3.0,0.9172515799646939,9.420761059752857,1.1654968400706123,2.0,6.0,6.4207610597528575,0.9172515799646939,0.0,0.6044260104983576,69.58708511437956,0.0,1
32.0,2,1,12.0,4.0,4,3.0,1,3.0,2.0,6,2.0,1,4693.0,7.013291887406342,0,13.0,3.0,0.0,7.233385140742072,2.0,3.0,5.0,2.8633695985194505,1.8017003414823476,2.986708112593658,0.6097582778770785,145.63090537850212,0.0,1
34.0,2,1,6.0,3.0,3,3.0,1,3.0,2.0,7,2.0,1,4773.0,6.20635149017628,0,11.0,2.0,0.8968242549118599,6.44841212745593,2.0,3.0,4.0,2.0,1.0,2.89682425491186,0.5954348900316379,138.42219357627687,0.0,1
23.0,2,1,9.0,1.0,1,4.0,1,2.0,1.0,6,2.0,1,2466.0,1.0,1,23.0,1.0,0.0,1.0,2.164834261137001,2.0,1.0,0.0,0.16483426113700095,0.0,0.5,107.70178378026836,0.16483426113700095,1
53.0,2,2,2.0,1.0,2,2.0,1,1.0,5.0,3,2.0,2,19850.0,2.6450204663414763,1,14.0,4.0,1.0,26.64935197536584,2.588744883414631,3.0,12.0,9.064938600975571,3.9437244170731547,6.943724417073154,0.4415031511766816,373.1745948030048,0.0,1
27.0,2,1,6.0,1.0,5,3.0,1,2.0,1.0,2,3.0,2,3702.0,1.0,1,17.0,2.0,1.0,6.555204567470451,2.7776022837352254,3.0,6.0,5.888011418676127,3.8880114186761277,5.110409134940902,0.8286745557020475,138.58841294802366,0.0,1
32.0,2,1,17.0,4.0,3,2.0,1,3.0,2.0,7,2.0,1,4655.0,4.157039345069163,0,17.0,3.0,0.0,10.803700818663547,2.0,3.0,9.0,5.362590573064482,4.122405532131305,5.842960654930837,0.7207950954604363,141.407221931521,0.0,1
30.0,2,1,21.0,3.0,1,1.0,0,3.0,1.0,6,2.0,1,2132.0,3.985286050665504,1,11.0,2.0,0.0,7.044141848003487,2.014713949334496,2.0,4.0,2.0,0.0,1.0294278986689913,0.6211537736439628,70.82103997726033,0.0,1
33.0,2,1,5.0,2.0,1,3.0,1,3.0,1.0,2,1.0,2,3001.0,0.37673896993794076,1,11.0,2.0,0.6232610300620592,5.376738969937941,3.3767389699379406,3.0,4.0,3.3767389699379406,0.0,2.0,0.7384310998761838,95.33768127984851,0.0,1
28.0,2,1,4.0,4.0,1,2.0,1,2.0,1.0,2,3.0,2,3446.0,2.0016868000957118,0,13.0,3.0,0.0,2.751265100071784,3.250421700023928,2.0,2.0,2.0,2.0,2.0,0.6249547026060112,123.09534579401962,0.0,1
33.0,2,1,10.0,1.0,1,3.0,1,3.0,1.0,2,1.0,2,3088.0,1.1789683469365775,1,15.0,2.0,1.0,10.501852285704029,2.0175263775528522,2.0,2.0,1.8210316530634225,0.0,1.2140211020422818,0.4243434068147376,96.59996037615234,0.0,1
27.0,2,1,3.0,2.0,1,1.0,1,1.0,1.0,6,2.0,2,2214.0,5.9749853242390865,1,13.0,3.0,0.1708357792934856,8.46247798635863,3.8291642207065144,2.0,5.0,5.8041495449456,2.4874926621195432,5.8041495449456,0.6130979997043685,81.3506149840577,0.0,1
24.0,2,1,5.0,2.0,3,1.0,1,3.0,1.0,2,1.0,0,3184.0,1.5690814691657478,1,13.0,2.0,0.0,4.8618370616685045,2.8618370616685045,2.0,2.0,1.2927555925027572,0.43091853083425236,1.7236741233370094,0.30780510657490645,132.7086481635428,0.0,1
31.0,2,1,12.0,3.0,1,1.0,0,3.0,1.0,4,1.0,2,4230.0,2.3175591479500066,0,17.0,2.0,0.0,9.063511829590002,2.0,1.0,3.0,1.1905354887700041,0.9364881704099987,2.1270236591800025,0.3098125776716552,136.213387303173,0.0,1
57.0,1,1,7.0,3.0,2,2.0,1,2.0,3.0,7,1.0,0,10009.0,6.963178132364009,0,13.0,3.0,0.07364373527198276,28.076548522186098,0.6472874705439655,2.0,9.0,8.668603191276077,4.815890661820043,8.668603191276077,0.32856468271196004,176.19610133331588,0.0,1
26.0,2,1,16.0,4.0,3,3.0,1,3.0,1.0,2,2.0,1,2391.0,1.1338521188006332,1,13.0,4.0,0.1338521188006332,7.598443643598101,2.0,3.0,7.0,2.0,6.063035168395568,6.330739405996834,0.8368449109984337,89.01801550888165,4.330739405996834,1
28.0,1,2,13.0,2.0,1,3.0,1,3.0,2.0,7,2.0,0,9855.0,3.0751958065484852,0,11.0,3.0,0.03417991206749321,6.068359824134986,0.5205079472404959,3.0,2.0,0.02734392965399457,1.9726560703460054,2.0,0.2852119108556762,351.1195259250556,1.9726560703460054,1
44.0,2,2,9.0,3.0,1,3.0,0,3.0,3.0,7,2.0,1,7323.0,4.698563758590151,0,20.0,2.0,2.311602349118844,13.69856375859015,2.0,3.0,8.0,7.075359060352462,0.30143624140984926,7.0,0.5616199348804554,165.1184021100164,0.0,1
55.0,2,2,9.0,3.0,2,1.0,1,3.0,4.0,3,2.0,2,15595.0,5.691714397168912,1,15.0,3.0,0.30828560283108797,24.0,2.0,2.0,13.0,5.458571985844561,2.3834287943378243,6.766857588675649,0.5596914865278343,283.54956750928,0.0,1
31.0,2,1,4.0,3.0,1,1.0,1,1.0,1.0,2,2.0,2,1313.0,1.0,0,12.0,2.0,0.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.5,42.36853422909311,0.0,1
27.0,2,1,4.0,2.0,1,3.0,0,3.0,1.0,2,1.0,2,2662.0,3.9996429978798873,0,11.0,2.0,0.0,6.2493752462898025,4.124866124204958,3.0,3.0,1.4998214989399437,0.2500892505300282,2.9996429978798873,0.5416950376705304,98.3234807706711,0.2500892505300282,1
29.0,2,1,7.0,2.0,1,2.0,1,1.0,1.0,2,3.0,0,2183.0,6.086834247742357,1,11.0,3.0,0.9131657522576428,6.347336990969429,0.8039198670982501,2.0,4.0,2.4341712387117855,1.1736684954847143,2.4341712387117855,0.5770442261032532,73.23181758289306,0.0,1
34.0,2,2,14.0,3.0,2,1.0,1,3.0,3.0,7,3.0,0,9955.0,4.755448596976416,1,11.0,1.0,1.170299064650944,14.92574766162736,3.46287383081368,3.0,1.0,0.0,0.0,0.0,0.06443631496146744,290.37517169968635,0.0,1
21.0,2,1,12.0,2.0,3,4.0,1,3.0,1.0,8,1.0,1,1758.0,1.0,1,19.0,1.0,0.7261208440718481,0.7261208440718481,2.726120844071848,2.0,0.0,0.0,0.7261208440718481,0.0,0.36306042203592404,80.65917168073781,0.7261208440718481,1
20.0,1,1,5.0,3.0,1,3.0,1,2.0,1.0,8,3.0,1,2937.0,1.0,0,18.0,2.0,0.0,1.0,3.8927030051061395,3.0,1.0,0.0,0.7570812020424559,0.0,0.5,146.87085917520025,0.7570812020424559,1
34.0,1,1,11.0,4.0,3,2.0,1,3.0,1.0,7,2.0,2,4345.0,4.488597802896854,0,15.0,4.0,0.7557010985515729,5.0,3.377850549275786,2.0,1.0,1.6221494507242136,1.2442989014484271,0.6221494507242136,0.27035009849065395,133.35287535136533,0.0,1
35.0,2,1,2.0,3.0,1,1.0,1,3.0,1.0,8,1.0,1,2073.0,1.7232544969888957,1,14.0,4.0,0.7589151676703682,2.4465089939777913,2.2410848323296317,3.0,1.0,0.4821696646592637,0.0,0.4821696646592637,0.46986439595879603,58.48129599157529,0.0,1
49.0,2,2,19.0,3.0,1,1.0,1,2.0,3.0,7,1.0,1,10422.0,4.974773357467376,0,12.0,1.0,0.2050453285065249,15.205045328506525,2.512613321266312,2.0,4.0,3.0252266425326244,2.205045328506525,3.0252266425326244,0.2923579971270256,215.51846506046516,0.0,1
55.0,2,2,2.0,3.0,2,4.0,1,3.0,5.0,3,1.0,2,19704.0,5.502884879023597,1,12.0,4.0,0.7485575604882015,25.131490977803093,2.0,3.0,8.0,5.143030493897481,2.63437585682669,5.005769758047194,0.3031416886877397,353.717823068675,0.0,1
44.0,2,2,3.0,2.0,2,1.0,1,2.0,2.0,7,2.0,2,5371.0,7.263706913383411,0,14.0,3.0,0.2747317970259088,19.703218435689095,2.274731797025909,2.0,2.0,0.2747317970259088,0.0,1.9231225791813613,0.19049474126923222,124.50139331774952,0.0,1
28.0,1,1,10.0,2.0,1,3.0,1,2.0,2.0,7,2.0,1,9864.0,3.828910596032226,0,11.0,3.0,0.0,6.207227649008057,1.0180691225201413,2.0,2.0,0.4144552980161129,2.0,2.0,0.27830197293041237,343.1559813409989,1.585544701983887,1
24.0,2,1,1.0,1.0,5,1.0,1,3.0,1.0,2,1.0,0,3198.0,1.1217793325208079,1,15.0,2.0,0.0,5.756441334958384,3.7564413349583843,2.0,4.0,2.634662002437577,0.8782206674791923,3.512882669916769,0.627313022780387,133.26777583434898,0.0,1
41.0,2,2,25.0,3.0,1,1.0,1,3.0,3.0,7,2.0,1,12867.0,3.270997396516686,0,15.0,4.0,0.2430008678277713,19.083989586066743,2.0,2.0,3.0,1.7010060747943996,1.822506508708285,2.1870078104499413,0.2538415511917188,310.9591125350691,0.12150043391388565,1
49.0,1,2,2.0,3.0,1,2.0,1,3.0,2.0,7,3.0,2,6712.0,6.85931059662634,1,12.0,4.0,1.9062070644175602,11.81241412883512,2.95310353220878,3.0,5.0,3.04689646779122,0.04689646779121992,1.0937929355824398,0.4659129576191538,134.6326895250764,0.0,1
33.0,1,1,4.0,3.0,3,2.0,0,2.0,2.0,4,2.0,0,9944.0,6.731327517974693,1,11.0,2.0,0.5373449640506147,9.686724820253072,3.403008723037961,2.0,1.0,1.4626550359493853,1.4626550359493853,1.4626550359493853,0.19777006949428025,299.3750722333978,0.0,1
18.0,2,1,2.0,3.0,1,2.0,0,2.0,1.0,2,3.0,2,1418.0,1.0,0,12.0,2.0,0.0,0.02218474203030163,2.0221847420303014,3.0,0.0,0.0,0.0,0.0,0.011092371015150815,78.11242479183792,0.0,1
24.0,2,2,10.0,3.0,2,2.0,0,2.0,1.0,8,2.0,1,2737.0,1.0,0,14.0,3.0,0.0,1.498165186645893,1.7454129666147322,3.0,1.0,0.9963303732917859,0.9963303732917859,0.9963303732917859,0.5830441366138703,112.3126772241763,0.0,1
39.0,2,2,12.0,3.0,1,1.0,1,3.0,4.0,7,3.0,1,12657.0,5.571367909632958,1,13.0,4.0,1.3094732580274646,21.476210696789014,3.047578606421972,2.0,9.0,3.6665251224769007,3.9284197740823936,2.6189465160549292,0.44927957319755074,320.5160746167802,0.2618946516054929,1
27.0,2,1,18.0,3.0,1,3.0,1,3.0,1.0,6,2.0,2,2396.0,1.0,1,13.0,3.0,0.421571274843747,6.819600430437508,2.168628509937499,3.0,6.0,1.831371490062501,5.819600430437508,5.819600430437508,0.8233203724853068,88.21976187846688,4.156857450312506,1
31.0,2,1,5.0,3.0,3,4.0,1,2.0,1.0,6,1.0,1,2303.0,1.0,1,14.0,1.0,0.3077772397710494,3.615554479542099,2.0,3.0,3.0,2.0,2.3077772397710494,1.3844455204579011,0.7756378440729285,72.28714789306757,0.3077772397710494,1
36.0,2,1,12.0,3.0,2,1.0,1,3.0,3.0,7,2.0,1,10030.0,6.459035661967344,1,11.0,2.0,2.091807132393469,15.898314411278374,4.040964338032656,3.0,1.0,0.3672285295738753,0.0,0.3672285295738753,0.09129461307458067,275.44058870170863,0.0,1
26.0,2,1,20.0,2.0,3,1.0,1,2.0,1.0,2,3.0,0,2376.0,1.0,0,19.0,2.0,1.0,1.2241836419212389,0.5480393518402655,2.0,1.0,1.1921574073610621,0.03202623456017695,0.22418364192123885,0.5124550026204528,91.40654898148473,0.0,1
18.0,1,1,8.0,1.0,1,3.0,1,3.0,1.0,2,2.0,2,1893.0,1.0,1,12.0,3.0,0.08840822336564658,0.08840822336564658,0.7210205584141165,2.0,0.0,0.0,0.08840822336564658,0.0,0.04420411168282329,103.30899015693018,0.08840822336564658,1
26.0,1,1,3.0,2.0,3,3.0,1,2.0,1.0,2,1.0,2,2569.0,5.7509070368177975,0,11.0,2.0,0.0,6.54272487628743,2.0,2.0,0.0,0.0,0.0,0.0,0.10409108026518354,99.48334046684035,0.0,1
29.0,2,1,14.0,3.0,1,3.0,1,2.0,1.0,2,2.0,2,3456.0,0.5899558971376361,0,12.0,2.0,0.0,3.6401764114494557,2.589955897137636,2.0,3.0,2.820088205724728,1.589955897137636,2.820088205724728,0.6862180992962486,118.5189298634872,0.0,1
27.0,1,1,3.0,1.0,1,3.0,1,3.0,1.0,2,4.0,2,3705.0,3.4002298350923756,1,14.0,2.0,1.0,7.0,2.519954032981525,2.0,4.0,4.599770164907625,3.5598620989445746,4.0798161319260995,0.5749712706134531,134.40033222963046,0.0,1
28.0,2,1,1.0,2.0,5,2.0,1,2.0,1.0,2,1.0,1,2575.0,4.47678532800955,0,12.0,2.0,0.8410715573301502,5.056249549344475,2.0,2.0,0.0,0.0,0.0,0.0,0.21026788933253754,91.98566972333134,0.0,1
28.0,2,2,1.0,3.0,1,2.0,1,1.0,1.0,8,3.0,2,1303.0,1.0,0,14.0,2.0,0.0,1.0,3.0,2.0,1.0,0.0,0.21533173605569045,0.0,0.5,46.88909738254858,0.21533173605569045,1
38.0,1,2,26.0,1.0,1,2.0,1,2.0,2.0,7,1.0,2,6567.0,5.196806784871212,1,16.0,1.0,0.7212772860515153,13.754252212768181,2.901596607564394,3.0,2.0,1.4425545721030306,0.36063864302575765,0.0,0.2759862747530405,169.80011146085505,0.0,1
31.0,2,1,10.0,3.0,1,2.0,1,2.0,1.0,2,1.0,1,2043.0,1.3899106649612762,1,17.0,3.0,1.0,4.509195984651486,2.487388331201595,4.0,1.0,0.0,0.0,0.0,0.41227010038371287,64.98603785217648,0.0,1
33.0,2,2,14.0,3.0,2,1.0,0,3.0,3.0,7,2.0,1,8188.0,2.629518118601929,0,13.0,1.0,2.2578776466915658,10.0,2.0,2.0,1.0,0.6779425892636164,0.6779425892636164,0.6779425892636164,0.152534666258195,253.49375275695098,0.0,1
39.0,2,2,15.0,3.0,2,1.0,1,3.0,3.0,7,2.0,1,8202.0,1.3827362879027079,0,14.0,3.0,0.617263712097292,10.382736287902707,2.0,2.0,6.0,4.3208459846810445,0.0,3.0863185604864602,0.5611544406676482,211.24997771399177,0.0,1
39.0,2,1,5.0,2.0,3,4.0,1,2.0,1.0,2,1.0,1,2403.0,7.029305912361433,0,20.0,4.0,0.019537274907622137,7.90231362546189,2.019537274907622,1.0,1.0,1.9609254501847557,1.9609254501847557,1.9609254501847557,0.22274313624243192,61.23733676415391,0.0,1
27.0,1,1,13.0,3.0,1,1.0,0,2.0,1.0,1,2.0,1,2881.0,1.7838243009162296,1,13.0,2.0,0.3919121504581148,2.567648601832459,2.391912150458115,3.0,1.0,0.7838243009162296,0.3919121504581148,0.7838243009162296,0.5,105.19738887651506,0.0,1
23.0,1,1,6.0,2.0,3,1.0,1,2.0,1.0,2,2.0,2,2614.0,1.0,0,18.0,2.0,0.7267113567554349,1.6366443216222826,2.0,1.0,1.0,1.2732886432445651,1.2732886432445651,1.2732886432445651,0.6061286084144345,113.2672451451835,0.0,1
20.0,2,2,14.0,1.0,1,3.0,1,3.0,1.0,8,2.0,2,1642.0,1.0,0,19.0,3.0,0.8903687829155487,0.44518439145777433,2.0,2.0,0.0,0.0,0.0,0.0,0.0,79.90182953845829,0.0,1
28.0,2,1,5.0,3.0,3,2.0,1,2.0,1.0,2,3.0,2,3437.0,1.5460125463079817,0,13.0,2.0,0.2275052276283257,2.5460125463079817,2.9089979089486695,2.0,2.0,2.0910020910513305,1.9089979089486697,2.0910020910513305,0.6464702351592893,121.1045389735729,0.0,1
31.0,2,1,7.0,3.0,1,2.0,1,1.0,1.0,2,1.0,1,2109.0,1.5472059346995435,1,11.0,3.0,0.27360296734977174,10.283235608197261,4.136801483674886,2.0,5.0,5.084779228551598,0.0,5.084779228551598,0.6492775519364383,67.71285389929146,0.0,1
31.0,1,1,2.0,2.0,3,2.0,1,3.0,1.0,2,1.0,1,2684.0,6.094892613798223,0,15.0,1.0,0.0,10.737231534495557,3.6788305396513326,3.0,7.0,4.737231534495558,0.5474463068991116,5.642338920697335,0.6033920625922924,84.9897011528798,0.0,1
35.0,2,1,16.0,3.0,3,2.0,1,3.0,2.0,6,3.0,2,4713.0,3.156373131912731,0,16.0,2.0,1.0,6.803641789664418,1.627276118540261,2.0,2.0,1.0981791051677912,1.6472686577516868,1.0981791051677912,0.4111690494492936,132.93473059616946,0.5490895525838956,1
29.0,2,1,1.0,3.0,3,1.0,1,1.0,1.0,6,1.0,0,2361.0,5.462827670419638,1,13.0,3.0,0.08952872159672698,10.283770227226185,2.089528721596727,1.0,8.0,6.552356392016365,0.08952872159672698,6.373298948822911,0.7276178196008183,80.34879672436026,0.0,1
22.0,2,1,8.0,3.0,1,3.0,1,2.0,1.0,2,3.0,0,2039.0,2.191837806167802,1,13.0,3.0,0.0,3.191837806167802,3.2979594515419506,2.0,2.0,2.0,0.0,2.2979594515419506,0.6383044642680521,93.32974712759614,0.0,1
29.0,2,1,6.0,2.0,1,2.0,0,3.0,2.0,7,2.0,1,4191.0,0.4763977239849888,0,17.0,1.0,0.5236022760150112,6.858386343909933,3.476397723984989,2.0,6.0,2.476397723984989,0.0,4.858386343909933,0.7472545364837601,153.5124003626168,0.0,1
27.0,1,0,7.0,3.0,1,3.0,0,2.0,1.0,1,3.0,1,2929.0,1.0,0,15.0,2.0,0.0,2.5117906425326835,4.348820935746732,3.0,2.0,1.2094325140261466,0.6976418714934634,0.6047162570130733,0.6079720876896842,122.24136371473489,0.6976418714934634,1
26.0,2,1,1.0,1.0,0,2.0,1,1.0,1.0,2,1.0,1,2320.0,0.7964717756738773,1,13.0,3.0,0.7964717756738773,1.0,1.7123487851414296,3.0,0.0,0.0,0.0,0.0,0.39823588783693864,88.59959671142761,0.0,1
25.0,1,1,12.0,3.0,3,3.0,1,2.0,1.0,2,1.0,2,2604.0,1.0,0,13.0,1.0,0.45934680794617244,1.4593468079461724,3.148367019865431,2.0,1.0,0.9186936158923449,0.9186936158923449,0.9186936158923449,0.576573112884627,108.95732272798584,0.0,1
42.0,2,1,23.0,4.0,1,1.0,0,3.0,2.0,2,1.0,2,4277.0,2.0,0,14.0,3.0,1.6841828300374193,5.631634339925162,3.684182830037419,2.0,1.0,1.0,0.15790858498129035,0.3158171699625807,0.18774921437800599,101.76320364557711,0.0,1
26.0,1,1,17.0,2.0,1,3.0,1,2.0,1.0,6,2.0,1,2418.0,1.92432903473841,1,16.0,3.0,2.153376611973096,2.617575810792218,2.0,2.0,1.0,0.9243290347384101,0.0,0.9243290347384101,0.5128481735828639,91.27443272785952,0.0,1
35.0,2,2,14.0,2.0,2,1.0,1,1.0,2.0,7,3.0,2,5436.0,6.165589944629665,0,13.0,4.0,1.8675280442962683,8.059775645629854,2.0,2.0,1.0,1.8675280442962683,1.8675280442962683,1.8675280442962683,0.23620304581345633,152.55999507967866,0.0,1
25.0,1,1,3.0,1.0,1,3.0,1,3.0,1.0,2,4.0,2,3692.0,1.2293063320231647,1,14.0,2.0,1.0,7.0,2.954138733595367,3.0,6.0,6.770693667976835,4.862416200786101,5.816554934381468,0.8463367084971044,146.37514627256022,0.0,1
37.0,1,2,20.0,2.0,1,2.0,1,3.0,3.0,7,2.0,2,13351.0,5.137582946733726,1,14.0,4.0,0.0,19.34563979095464,2.0,2.0,3.0,2.2751658934674523,2.654360209045361,2.654360209045361,0.19290256033769604,361.16007463726794,0.3791943155779087,1
23.0,2,1,7.0,3.0,3,3.0,1,3.0,1.0,8,1.0,2,1724.0,1.0,1,19.0,1.0,1.3474134082254143,1.0,2.6525865917745857,2.0,0.0,0.0,0.6525865917745858,0.0,0.3262932958872929,74.9742617843871,0.6525865917745858,1
27.0,2,1,4.0,2.0,1,1.0,1,1.0,1.0,2,2.0,0,2214.0,5.745215253528915,1,13.0,3.0,0.20913079107851418,8.117822880293373,3.7908692089214857,2.0,5.0,5.5360844624504,2.3726076267644576,5.5360844624504,0.6078745600968907,81.84615243655597,0.0,1
37.0,2,2,9.0,3.0,2,1.0,1,3.0,2.0,7,1.0,1,9022.0,1.4203500655282615,0,18.0,3.0,0.0,9.261050196584785,3.449124836179346,2.0,4.0,4.057549541302169,4.057549541302169,4.057549541302169,0.5152508267519282,241.34797455431098,0.0,1
39.0,2,1,6.0,4.0,1,2.0,0,2.0,1.0,2,2.0,2,2766.0,2.975310368630365,0,14.0,3.0,0.658436789543455,12.73250568365236,1.0,2.0,10.0,9.04937926273927,3.2201608679675426,4.781884946391631,0.7246257772609256,70.63937786414867,0.0,1
33.0,2,2,15.0,2.0,1,2.0,1,1.0,2.0,7,3.0,2,6034.0,3.46273658328593,1,15.0,1.0,0.0,9.85094633314372,1.9254731665718599,2.0,3.0,3.2391560830015096,3.2391560830015096,3.7764194997155798,0.3088736156964064,182.9444890594079,0.0,1
44.0,2,1,4.0,3.0,3,3.0,1,2.0,2.0,2,2.0,1,4894.0,3.079761682032856,0,12.0,1.0,1.079761682032856,8.840476635934287,2.460119158983572,2.0,6.0,2.0,3.760714953901432,5.380357476950716,0.6441869689296149,112.69569873487785,2.30059579491786,1
26.0,2,1,9.0,2.0,3,2.0,1,2.0,1.0,6,2.0,0,2368.0,1.4152338940508464,0,13.0,2.0,1.0,6.754298317847461,2.0,3.0,5.0,4.923830529745768,0.5847661059491537,4.923830529745768,0.7274155386036258,91.11211315139373,0.0,1
44.0,2,1,20.0,2.0,3,2.0,1,2.0,2.0,7,1.0,2,4255.0,2.1993990221794375,0,17.0,1.0,0.0,15.996995110897187,2.8006009778205625,2.0,6.0,3.0,0.5996995110897186,5.001502444551407,0.4781559313309282,98.00994192189874,0.0,1
29.0,1,1,13.0,1.0,1,2.0,1,1.0,1.0,6,1.0,2,3940.0,1.0,0,18.0,1.0,0.0,8.48833786848466,3.7441689342423294,3.0,8.0,2.6046648526061364,4.488337868484659,5.488337868484659,0.8861832020862275,137.87686044440437,2.790670294787727,1
26.0,2,2,8.0,2.0,1,2.0,1,2.0,2.0,7,3.0,2,5774.0,1.360134544698597,1,11.0,3.0,0.0,6.360134544698597,1.0,3.0,5.0,3.279730910602806,0.0,2.639865455301403,0.7227698148274233,218.8245145502271,0.0,1
48.0,2,2,2.0,3.0,2,1.0,1,1.0,5.0,3,1.0,2,19138.0,2.910495601318763,1,15.0,1.0,0.303498533772921,25.39300293245416,2.0,3.0,14.0,7.572011729816632,1.0,8.875510263589554,0.5250572342881777,400.937743926838,0.0,1
46.0,2,2,16.0,2.0,1,3.0,1,2.0,2.0,7,2.0,2,9211.0,2.7650163569274158,1,19.0,4.0,0.5883387856424719,11.353355142569887,2.4116612143575282,3.0,9.0,7.411661214357528,3.4116612143575282,7.0,0.7487380982113205,200.24373450036796,0.0,1
29.0,2,2,23.0,3.0,2,2.0,0,3.0,3.0,7,3.0,1,7614.0,1.0,0,20.0,3.0,2.185794012136043,10.0,2.8743176048544172,2.0,10.0,4.502729580582331,1.3770471854367488,8.748635209708834,0.9091,260.4916547847196,0.0,1
25.0,1,1,11.0,3.0,1,4.0,1,2.0,1.0,2,2.0,2,2940.0,0.5152360548642109,1,17.0,2.0,0.0,1.4847639451357892,4.257618027432105,3.0,1.0,0.0,0.5152360548642109,0.0,0.419189850345864,121.60127699533155,0.5152360548642109,1
30.0,2,1,21.0,3.0,1,1.0,0,3.0,1.0,6,2.0,1,2132.0,3.9731103492701045,1,11.0,2.0,0.0,7.080668952189687,2.0268896507298955,2.0,4.0,2.0,0.0,1.0537793014597914,0.6179710452992053,70.61502710965016,0.0,1
53.0,2,2,2.0,1.0,2,2.0,1,1.0,5.0,3,2.0,2,19850.0,2.592258417836159,1,14.0,4.0,1.0,26.70870927993432,2.60193539554096,3.0,12.0,9.223224746491523,4.009676977704801,7.009676977704801,0.44691389925090186,373.44579173232216,0.0,1
48.0,2,2,8.0,3.0,3,1.0,1,2.0,3.0,4,3.0,1,10076.0,4.6715471977189615,1,11.0,1.0,0.7761509340936794,28.11192453295316,0.8880754670468397,3.0,7.0,7.447698131812642,4.223849065906321,4.343094395437923,0.26324766883245687,208.97476333701638,0.0,1
21.0,2,1,3.0,3.0,1,2.0,1,2.0,1.0,2,2.0,2,2042.0,1.0,1,13.0,3.0,0.1782093631555508,1.8217906368444492,2.821790636844449,2.0,1.0,1.6435812736888984,0.0,1.6435812736888984,0.6369924991619696,96.06425162655438,0.0,1
41.0,2,2,10.0,3.0,3,2.0,1,2.0,3.0,7,2.0,1,10693.0,4.654917372177613,1,11.0,2.0,0.34508262782238674,18.03524788346716,2.3450826278223866,1.0,10.0,1.3450826278223866,5.602045546976873,4.584421605243293,0.5587070395955667,262.6949949721708,4.2569629191544855,1
